vowel,word,t,F1,F2,F3,F1@20%,F2@20%,F1@35%,F2@35%,F1@50%,F2@50%,F1@65%,F2@65%,F1@80%,F2@80%,plt_vclass,pre_seg,fol_seg,class,is_outlier
i,these,1140.573,301.8,2103.1,2911.8,326.4,2072.3,312.8,2078.5,268.9,2189.7,260.2,2216.6,265,2194.7,iy,DH,Z,BEET,FALSE
i,queen,1153.99,303.4,2090.9,3013.7,303.6,2064.6,300.2,2109.6,304,2112,280.6,2079.7,241,2133.6,iy,W,N,BEET,FALSE
i,g.,1170.077,304.9,1975.2,2570.5,298.7,1910.2,304.3,1950.9,302.6,2007.4,269.3,1809.9,234.6,1756.1,iyF,JH,B,BEET,FALSE
i,be,1175.52,305.7,1845.9,2281.4,282.6,1532.6,313.4,1757.6,288.3,1965.2,258.7,1879.2,226.6,1644.4,iyF,B,P,BEET,FALSE
i,people,1190.817,323.7,1997.9,2724.7,594,2006.8,391.8,2006.6,275,1944.8,294.5,1847.9,429.4,1801.5,iy,P,P,BEET,FALSE
i,read,1194.443,306.7,1934.8,2352.2,325.6,1771.5,316.9,1857.8,289.9,2003.9,291.7,1994.7,293,1980.6,iy,R,D,BEET,FALSE
i,three,1207.717,298.5,1906.4,2218.5,321.1,1563.1,306.7,1848.9,269.6,2059.5,247.8,2092.1,244.5,2091.9,iyF,R,T,BEET,FALSE
i,complete,1233.41,277.8,1883.7,2439.6,290.2,1626.4,281.9,1802.5,264.9,2035.8,246.1,2097.9,247.9,2005.2,iy,L,T,BEET,FALSE
i,need,1245.327,275.4,2188.2,2837.3,345.3,2266.5,279.3,2193.7,248.9,1857.3,227.1,1914.5,557.4,2013,iy,N,D,BEET,FALSE
i,preview,1256.147,318.9,1928.9,2850.5,323.1,1805,321.9,1886,307.2,1957.7,279,2001.4,265.3,1996.5,iy,R,V,BEET,FALSE
i,treats,1263.133,275.1,2040.2,2308.5,278.4,1866.8,275,2007.5,237.7,2090.7,173,2116,156.5,2107,iy,R,T,BEET,FALSE
i,pleases,1268.833,281.2,2057.9,2561.1,283.5,1937.7,282.3,2017,284.8,2057.2,290,2013.7,288,1975.1,iy,L,Z,BEET,FALSE
i,he'll,1305.723,266.7,1909.7,2676.2,263.8,1921.8,266.1,1913.2,274.7,1912.2,305.8,1839.9,318.6,1787,iy,HH,L,BEET,FALSE
i,reagan,1306.327,326.3,2193.9,2630.5,342.8,1882.3,333.6,2084.3,311.7,2326.2,270.3,2199.5,417,2300.3,iy,R,G,BEET,FALSE
i,be,1312.24,301.3,2166.1,3208.8,286.6,2061.7,288.5,2079.7,308.4,2180,316.4,2206.8,316.7,2208.3,iyF,B,N,BEET,FALSE
i,three,1313.61,293.1,1996.6,2958.2,300.4,1942.3,298.1,1958.9,290.2,2059.3,292.8,2181.7,293.1,2186.4,iyF,R,S,BEET,FALSE
i,least,1325.603,319.4,1990.7,2497.4,311.8,1795.5,325.8,1889.3,290.4,2057.5,275.8,2079.4,273.6,2057.6,iy,L,S,BEET,FALSE
i,speak,1329.963,275.8,2171.7,3129.3,719.5,2207.1,349,2203.9,274.8,2245.8,281.2,2570.2,271.1,2527.8,iy,P,K,BEET,FALSE
i,be,1341.05,267.1,2077.7,2718.1,253.6,1761.4,269.3,2064.2,258.8,2117.7,273.9,2098.8,331.2,2068.7,iyF,B,AE1,BEET,FALSE
i,being,1341.677,300,1886.8,2386.6,293.3,1863.6,293.3,1863.6,307,1933.2,303.9,2013.5,303.9,2013.5,iy,B,IH0,BEET,FALSE
i,teeth,1374.42,286.4,2125.6,2890.3,709.9,2170.6,554.7,2258.9,260.8,2104.1,252.9,2218.6,250.1,2238.6,iy,T,TH,BEET,FALSE
i,reach,1381.077,342,1876.3,3057.8,345.9,1803.5,345.9,1803.5,333.8,1999.7,319.3,2135.4,319.3,2135.4,iy,R,CH,BEET,FALSE
i,these,1382.937,305.6,1994.3,2468.5,305.4,1948.4,305.4,1948.4,308.4,2019.9,312.6,2012.4,312.6,2012.4,iy,DH,Z,BEET,FALSE
i,teams,1398.63,329.6,2187.7,3183.3,712.7,2408.5,633.2,2335.9,270.2,2226.1,292.5,2281.1,290,2161.7,iy,T,M,BEET,FALSE
i,previously,1417.39,317.4,1840.9,3160,320.8,1809,321.1,1816.4,308,1884.2,291,1923.4,290.2,1923.1,iy,R,V,BEET,FALSE
i,g.,1422.337,296.6,2062,2558.7,280.7,2051.6,280.7,2051.6,297.2,2044.2,279.6,2036.1,279.6,2036.1,iyF,JH,T,BEET,FALSE
i,cheap,1450.923,262.6,2119.6,2834.1,646.4,2232.7,251.8,2123.5,250,2077.9,205.7,2046.6,691.2,2040.7,iy,CH,P,BEET,FALSE
i,street,1487.247,316.4,1848.5,2395.5,320.5,1734.9,316.8,1809.9,314.9,1915.7,312.3,1815.6,304.6,1670.6,iy,R,T,BEET,FALSE
i,reads,1502.643,276.1,1896,2202.3,271.9,1795.7,274.8,1844.6,279.4,1951.9,284.6,2000.2,288.6,2004.4,iy,R,D,BEET,FALSE
i,three,1554.343,323,1812.2,2532.5,322,1731,322.4,1768.4,317.8,1875,300.6,1819.3,297.1,1741.9,iyF,R,W,BEET,FALSE
i,scenes,1588.527,327.6,2057.4,2676.9,536.8,1879.7,321.5,1983.9,375,2161.5,423,2250.6,412.2,2205.8,iy,S,N,BEET,FALSE
i,sweep,1597.69,301.6,1835.1,2409.9,307.5,1677.9,307.3,1697.1,290.9,1920.6,280.3,1787.2,280.1,1779.7,iy,W,P,BEET,FALSE
i,agreed,1629.277,295.8,2071.9,3127,373.9,2021.1,310.6,2060.2,274.8,2083.9,268.7,2216.4,254.6,2281.1,iy,R,D,BEET,FALSE
i,heal,1664.267,306.9,2188,2898.6,281.3,2183.8,306.6,2198.2,310,2146.3,343.4,2004.8,359.6,1920.1,iy,HH,L,BEET,FALSE
i,beak,1685.323,282.8,1936.9,2533.5,276.2,1740.9,286,1897.9,267.9,1990.5,231.1,2264.6,253.5,2458.8,iy,B,K,BEET,FALSE
i,beasts,1696.81,259.8,2156.3,2773.9,315.9,1799.7,259.1,2164,262.3,2151.1,282.7,2135.3,304.8,2089,iy,B,S,BEET,FALSE
i,be,1700.947,257.4,2109.2,2529.7,212.7,1709.3,265.6,2071.8,435.7,2181.8,865.6,2205.1,320.8,1777.1,iyF,B,HH,BEET,FALSE
i,feel,1717.523,264.1,1933.2,2434.4,792.7,1961.3,543.2,1992.1,314,1909.5,352.1,1780.5,363.2,1728.7,iy,F,L,BEET,FALSE
i,he'd,1735.81,321.1,2114.8,2753.7,256.9,2116.9,265.4,2115.8,335.5,2089.9,322.8,1972.4,321.6,1969.5,iy,HH,D,BEET,FALSE
i,rio,1740.343,290.8,1991.7,2315,303,1842.2,295.2,1959.2,287,2028.1,312.8,1983.2,354,1907.8,iy,R,OW0,BEET,FALSE
i,here,1745.877,295.6,1936.5,2582.2,274.7,1987.8,283.3,1964.7,306.8,1903.2,320.5,1813.3,323.1,1779.5,iyr,HH,R,BEET,FALSE
i,screened,1746.98,271.9,2258.8,2873.4,272.6,2149,272.1,2168.1,275.3,2303.8,302.8,2358.4,305.4,2360.9,iy,R,N,BEET,FALSE
i,reading,1754.723,288.7,1800.4,2089.8,294.8,1596.5,290.6,1695.6,287.4,1919.5,296.5,1964,296.9,1965.5,iy,R,D,BEET,FALSE
i,reading,1757.467,317.8,1912.6,2279.3,332.5,1771.6,323.9,1874.6,302.4,1985.7,288.2,2066.7,283.7,2071.8,iy,R,D,BEET,FALSE
i,leadership,1778.383,308.6,1967.4,2484.6,317.8,1783.6,313.5,1883.1,302.3,2052.8,301,1977.7,290.7,1938.8,iy,L,D,BEET,FALSE
i,these,1781.247,284,2048.6,2695.8,291.7,1970.4,286.8,2021.3,287.2,2089.2,265.2,2095.5,274.9,2101.2,iy,DH,Z,BEET,FALSE
i,veal,1798.093,256,2008.4,2755.5,263.2,1825.2,260.8,1995.7,242.4,1720.6,281.9,2078,314.2,1837.1,iy,V,L,BEET,FALSE
i,ideal,1799.073,274.1,2178.2,3011.7,278.9,2150.7,274.1,2173.2,265.9,2204.5,276.7,2132.2,345.3,1858.8,iy,D,L,BEET,FALSE
i,he'll,1801.697,235,2165.4,3076.4,318.7,2183,236.5,2161.2,229,2175.7,260.1,2146.3,310.6,1856.1,iy,HH,L,BEET,FALSE
i,keel,1803.503,234.3,2180.3,3099.8,862.9,2422.8,237.3,2147.7,231.5,2226.7,257.4,2256.7,326.9,1563,iy,K,L,BEET,FALSE
i,veal,1807.33,270.9,2043.9,2737.8,237.2,1856.7,273.7,2027.8,270.8,2060.5,286.9,2080.9,342.3,1871.9,iy,V,L,BEET,FALSE
i,feeling,1823.253,258.5,2065.6,2846.2,594.6,2036,259.5,2050.6,252.4,2137.3,282.7,2040.7,313.8,1674.4,iy,F,L,BEET,FALSE
ɛ,meant,18.26,452.9,1583.3,2499.2,424.3,1542.3,426.9,1548.1,448.8,1631.9,436.5,1691.8,435.7,1697.5,e,M,N,BET,FALSE
ɛ,guest,19.83,501.3,1674.3,2416.1,468.4,1719.3,472.9,1711.9,533,1613.9,549.3,1549.6,548.4,1545.5,e,G,S,BET,FALSE
ɛ,collectors,31.917,521.9,1342.8,2471.9,512,1317,512,1317,530.2,1377.6,488.7,1436.6,488.7,1436.6,e,L,K,BET,FALSE
ɛ,cellphone,53.03,569.7,1518.3,2817.8,475.9,1577.7,532.2,1517,509.4,1549.1,552,1477.1,739.2,1475.8,e,S,L,BET,FALSE
ɛ,haircut,65.427,448.9,1681,2149,443.9,1690.6,443.9,1690.6,454.6,1654.4,443.5,1428.7,443.5,1428.7,e,HH,R,BET,FALSE
ɛ,affected,77.653,434.8,1684.1,2410.9,519.9,1717.2,485.6,1703.9,495,1663.8,512.4,1720.5,499.2,1731.4,e,F,K,BET,FALSE
ɛ,mental,96.51,540.5,1618.9,2587.3,514.6,1594.3,521.2,1599.6,570.5,1678.6,576.2,1713.5,573.9,1714.3,e,M,N,BET,FALSE
ɛ,enter,104.35,480.1,1732.1,2400.7,370.2,1521.3,463.8,1724.2,482.7,1738,476.3,1837.1,435.4,1831.2,e,UW1,N,BET,FALSE
ɛ,s.,116.037,600.1,1451.3,2432.6,498.5,1306.7,580.5,1422.5,646,1501.5,763.9,1571.8,762.8,1592.5,e,UW1,S,BET,FALSE
ɛ,am,120.343,531.5,1773.6,2477.1,389.2,2003.8,514.3,1808.3,583.7,1641.7,573.3,1585.1,548.8,1476.4,e,EY1,M,BET,FALSE
ɛ,rest,139.787,509.6,1421.8,2312.1,494.2,1414.5,494.2,1414.5,533.6,1427.3,513.3,1485.6,513.3,1485.6,e,R,S,BET,FALSE
ɛ,shares,143.247,420.2,1779.4,2422.6,382.6,1810,414.4,1789.1,416.4,1742.8,412.2,1662.8,413,1565.8,e,SH,R,BET,FALSE
ɛ,else,148.35,537.1,1427.8,2393,529,1509.4,528.9,1500.5,583.1,1343.6,601.1,1198.9,600.2,1182.8,e,K,L,BET,FALSE
ɛ,shelf,148.833,474.1,1441.7,2581.2,427.9,1471.4,449.8,1473.5,512.7,1363,541.2,1216.3,540.4,1189.5,e,SH,L,BET,FALSE
ɛ,fell,154.5,609.1,1679.7,2754.3,939,1987.1,899.4,1951.7,417.8,1450.4,470.8,1384.1,475.8,1370.8,e,F,L,BET,FALSE
ɛ,as,170.127,358.4,1708.1,2780.8,682.4,1916,682.4,1916,298.6,1653.3,324.1,1631.2,324.1,1631.2,e,N,Z,BET,FALSE
ɛ,mary,177.41,361.5,1721.5,2242,262.2,1501.9,329.8,1713.6,399.9,1808.3,409.8,1779.6,412,1714.2,e,M,R,BET,FALSE
ɛ,settlers,180.857,474.2,1578.6,2688.5,461.8,1605.4,461.8,1605.4,444.8,1475,498.1,1500.9,498.1,1500.9,e,S,T,BET,FALSE
ɛ,wearing,190.8,448,1542.4,2049.6,447.3,1506.9,449.1,1510.9,456.3,1585.1,446.1,1598.8,441.1,1595,e,W,R,BET,FALSE
ɛ,everyone,195.987,409.3,1760,2328,353.2,1755.6,385.9,1758.4,459.4,1721.3,500.5,1626,492.1,1588.5,e,D,V,BET,FALSE
ɛ,hedge,211.187,555.7,1736.6,2521,589.5,1825.7,584,1799.5,522.4,1719.2,488.8,1744,480,1743.2,e,HH,JH,BET,FALSE
ɛ,temperature,243.65,474.6,1713,2400.1,633.3,1852.2,582.6,1820,495.6,1674.6,458.2,1422.6,454.1,1408.8,e,T,M,BET,FALSE
ɛ,temperature,253.917,461.7,1640.1,2570.5,429.4,1648.4,429.4,1648.4,477.2,1612,477.4,1389.5,477.4,1389.5,e,T,M,BET,FALSE
ɛ,genetic,268.863,383.6,1691.2,2721.2,481.2,1816.7,437.2,1739.5,441.8,1686.1,509.1,1668.3,512.6,1662.5,e,N,T,BET,FALSE
ɛ,flex,278.507,561.8,1400.2,2550.3,561.9,1385,561.9,1385,565.2,1424.1,522.6,1452.3,522.6,1452.3,e,L,K,BET,FALSE
ɛ,yet,281.81,404.3,1832.1,2660.6,365.2,1831.8,369.4,1832.1,442.1,1843.5,465.5,1860.1,467.4,1860.5,e,Y,T,BET,FALSE
ɛ,never,282.177,582.4,1728.4,2656.4,503.4,1770.6,550.4,1751.3,583.9,1693.8,534.7,1651,506.9,1611,e,N,V,BET,FALSE
ɛ,death,293.463,521.3,1753.7,2583.5,438.4,1761,502.2,1768.2,583,1633.6,574.7,1592.5,591.9,1583,e,D,TH,BET,FALSE
ɛ,setting,300.14,492.9,1576.2,2578.4,402.9,1476.9,462.5,1551,562,1557.6,604,1491.6,576.5,1515.4,e,S,T,BET,FALSE
ɛ,edge,307.423,463.1,1865,2551.5,441.6,1940.8,456.4,1902.4,495.1,1859.7,508,1778.8,490.7,1786.6,e,IY0,JH,BET,FALSE
ɛ,contestant,316.51,482.3,1698.2,2465.6,407.2,1696.4,414,1695.6,547.5,1698.7,563.9,1647.9,558.4,1639.8,e,T,S,BET,FALSE
ɛ,as,317.5,526.2,1343.5,2036.4,508.5,1315.5,512.3,1318.8,537.6,1381.5,513.5,1443,509.3,1449.6,e,ER0,Z,BET,FALSE
ɛ,developing,343.057,476.3,1528.4,2448.5,548,1581.9,484.2,1546.6,540.5,1536.7,609.1,1425.1,609.6,1342.2,e,V,L,BET,FALSE
ɛ,members,360.427,560.7,1638.5,2711.7,549,1622.3,549,1622.3,593.5,1648.4,594,1588.6,594,1588.6,e,M,M,BET,FALSE
ɛ,identified,377.657,463.8,1734.3,2524.5,445.3,1750,445.3,1750,489.4,1707,499.8,1675.4,499.8,1675.4,e,D,N,BET,FALSE
ɛ,elephant,378.423,530,1655.8,2546.3,430.1,1720.7,520.4,1667.6,533.9,1654.5,514.9,1609,601,1423.9,e,N,L,BET,FALSE
ɛ,sell,395.667,570.6,1495.8,2594.8,505.5,1515.4,505.5,1515.4,601.8,1408.4,624.7,1294.8,624.7,1294.8,e,S,L,BET,FALSE
ɛ,bread,396.427,525.4,1527.4,2277.2,507.6,1507,507.6,1507,543.2,1544.7,549.1,1553.4,549.1,1553.4,e,R,D,BET,FALSE
ɛ,air,399.737,449.7,1757.5,2218.9,437,1830.5,446.3,1794.8,453.5,1678.5,457.6,1588.4,452,1564.1,e,IY0,R,BET,FALSE
ɛ,as,400.043,621.8,1595.7,2249.1,604.1,1590.3,611.6,1594.2,640.4,1611.3,619.2,1583.8,606.8,1553.3,e,SIL,Z,BET,FALSE
ɛ,western,403.187,566.9,1411.5,2247.1,567.4,1369.8,567.4,1369.8,567.4,1479.3,553.2,1532.6,553.2,1532.6,e,W,S,BET,FALSE
ɛ,air,433.387,399.4,1817.2,2426.6,387.8,1721,400.4,1766,403.4,2003.7,449.2,1818.8,473.6,1703.4,e,L,R,BET,FALSE
ɛ,ten,436.907,569.7,1588.3,2502,619.6,1598.6,619.6,1598.6,523.5,1601.2,526.4,1636,526.4,1636,e,T,N,BET,FALSE
ɛ,comparison,438.793,414.7,1663.2,2363.8,426.4,1725,418.2,1674.4,422.5,1723.1,414.7,1635.5,411.3,1614.9,e,P,R,BET,FALSE
ɛ,better,465.863,471.5,1490.4,2368.2,423.6,1457.6,443.2,1472.5,494.7,1439,477.2,1497.9,465.9,1550.5,e,B,T,BET,FALSE
ɛ,jeff's,485.04,532.7,1610.8,2550.7,494,1673.4,498.9,1668,558.6,1516.7,568.5,1448.4,565.6,1453.6,e,JH,F,BET,FALSE
ɛ,get,489.39,445.8,1568.7,2498.6,420.2,1684.8,422.9,1670.5,479.5,1480.1,528.6,1451.4,532.4,1452.4,e,G,T,BET,FALSE
ɛ,entries,493.997,437.3,1792,2332.6,445.6,1797.2,437.7,1796.2,433.7,1855.1,406.9,1855.9,393.2,1788.9,e,IY0,N,BET,FALSE
ɛ,pair,512.757,376.4,1664,2230.5,406.5,1718.5,406.5,1718.5,395.1,1589.3,423,1564.2,423,1564.2,e,P,R,BET,FALSE
ɛ,assessment,523.637,466.6,1545.7,2611.4,427.4,1548.9,427.4,1548.9,506.6,1533.1,531.9,1504.9,531.9,1504.9,e,S,S,BET,FALSE
ɛ,american,525.63,483.1,1744.4,2317,478.8,1724.9,480.1,1731.5,471.2,1694.1,460.2,1606.5,461.3,1600.7,e,M,R,BET,FALSE
ɛ,credit,536.23,546.6,1510.1,2315.7,515.6,1483.2,544.4,1501.9,542.6,1534.3,531.4,1542.2,526,1537.9,e,R,D,BET,FALSE
ɛ,success,567.317,428.8,1551.5,2482.7,402.9,1557.2,437.5,1550.7,417.1,1527.6,335,1473.5,282.1,1477,e,S,S,BET,FALSE
ɛ,attending,572.427,475.5,1675.3,2552.6,502.2,1673.1,502.2,1673.1,472.2,1698,505.9,1682.9,505.9,1682.9,e,T,N,BET,FALSE
ɛ,spell,586.13,488,1429.4,2263.3,559.2,1363.2,566.3,1378.9,460.3,1382.4,522.5,1258.3,527.2,1222.9,e,P,L,BET,FALSE
ɛ,best,600.463,454.5,1530.9,2369.7,441.7,1627.1,438.9,1576.9,503.9,1512.2,552.9,1506.6,551,1508.1,e,B,S,BET,FALSE
ɛ,pressure,608.667,560.4,1768.6,None,527.9,1802.2,527.9,1802.2,605.3,1665.4,637.9,1711.2,637.9,1711.2,e,R,SH,BET,FALSE
ɛ,mexico,652.557,455.2,1448.1,2402.3,407.8,1448.4,407.8,1448.4,496.1,1479.9,515.4,1573.7,515.4,1573.7,e,M,K,BET,FALSE
ɛ,gary,682.353,409.4,1886.6,2309.8,389.7,1843.2,403.5,1882.2,411.7,1902.3,408.7,1830.9,407.1,1786.9,e,G,R,BET,FALSE
ɛ,decades,685.003,469.4,1667.8,2621.1,590,1778.7,506.4,1716.5,495,1617.5,515.9,1585.9,504.6,1596.3,e,D,K,BET,FALSE
ɛ,test,687.677,513.5,1529.7,2572.9,667.6,1705.3,489.2,1562,551,1495.2,562.9,1507.6,531,1475.4,e,T,S,BET,FALSE
ɛ,aquarium,695.473,476.5,1553.2,2033.4,464.1,1459.3,477.6,1536.9,471.7,1602.6,479.9,1534.8,505.9,1547.6,e,W,R,BET,FALSE
ɛ,educating,703.76,438.2,1661.5,2540.3,440.5,1635.3,429.9,1632.4,489.8,1613.9,509.9,1647.2,473.8,1747.9,e,IY0,JH,BET,FALSE
ɛ,experts,710.097,491.7,1869.1,2652.4,471.6,1926.1,472.1,1894.8,520.8,1813,538.9,1722.4,533.9,1694.8,e,K,K,BET,FALSE
ɛ,dennis,728.11,522,1550.6,2512.3,464.3,1592.8,509.6,1540.4,533.9,1532.8,515.5,1548.7,478.9,1551.1,e,D,N,BET,FALSE
ɛ,says,745.587,370.2,1529.8,2573.9,363,1537.8,363,1537.8,383.7,1527.3,402.7,1534.6,402.7,1534.6,e,S,Z,BET,FALSE
ɛ,as,747.203,462.7,1508.1,2428.8,395.2,1458.6,434.3,1479.6,539.7,1585.3,544.3,1578.3,535.5,1576.9,e,T,Z,BET,FALSE
ɛ,as,754.12,488.4,1682.4,2573.5,333.4,1568.7,474.7,1628,424.9,1744.3,347,1624.7,373.4,1589,e,NA,Z,BET,FALSE
ɛ,settled,754.957,516.5,1472.2,2648.3,517.6,1457,517.6,1457,516.8,1495.9,485.5,1491.2,485.5,1491.2,e,S,T,BET,FALSE
ɛ,many,761.813,391,1549.2,2248.1,354.3,1462.1,364.6,1506.4,470.4,1639.6,487.5,1629.5,444.5,1438.9,e,M,N,BET,FALSE
ɛ,tend,776.747,400.5,1552.8,2524.1,372.7,1547.1,372.7,1547.1,497.9,1567.1,543.2,1560.9,543.2,1560.9,e,T,N,BET,FALSE
ɛ,templeton,809.423,499.1,1521.2,2652.7,465.5,1573.9,476.7,1552,529.1,1473.5,522.3,1424.3,517.8,1419.1,e,T,M,BET,FALSE
ɛ,anybody,812.653,570.3,1629.6,2609.6,518.3,1469.2,593.8,1513.8,489.2,2019.8,404.9,1937.9,477.9,2084.2,e,D,N,BET,FALSE
ɛ,percent,836.403,616.1,1583.7,2673.4,514.5,1284.1,504.8,1322.5,609.4,1273.7,582.7,1594.9,665.1,1599,e,S,N,BET,FALSE
ɛ,death,851.35,457.6,1571.4,2742.4,435.2,1609.3,435.8,1602.3,488.5,1522.4,501.5,1519,501.6,1510,e,D,TH,BET,FALSE
ɛ,death,851.83,480.6,1637.6,2702.5,420.7,1650.2,458.2,1641.3,553.8,1594.6,588.5,1597.1,589.1,1579,e,D,TH,BET,FALSE
ɛ,content,854.31,436.8,1599.1,2455.1,419.7,1630,420.5,1625.9,439.7,1517.5,414.1,1395.1,411.2,1403,e,T,N,BET,FALSE
ɛ,bread,858.063,547,1473.6,2695.8,528.2,1415.9,537.5,1442.2,539.3,1525.9,492,1622.3,474.2,1640.5,e,R,D,BET,FALSE
ɛ,there's,864.937,377.1,1598.4,2533.6,393.5,1600,393.5,1600,375.2,1586.2,375.8,1532.3,375.8,1532.3,e,DH,R,BET,FALSE
ɛ,caring,871.57,426.3,1797.1,2317.1,375.9,1850.5,417.8,1805.5,447,1799,460.5,1716.1,455.4,1595.6,e,K,R,BET,FALSE
ɛ,head,886.513,521.5,1678.1,2516,470.3,1569.9,525,1687.7,501.6,1684.1,474.2,1708.2,439.4,1605.9,e,HH,D,BET,FALSE
ɛ,step,898.947,468.6,1539.7,2640.7,534.2,1556.7,534.2,1556.7,485.3,1497.8,499,1463.5,499,1463.5,e,T,P,BET,FALSE
ɛ,care,903.037,361.9,1775.8,2388,353.3,1791.5,353.3,1791.5,386.2,1750.3,440.6,1713,440.6,1713,e,K,R,BET,FALSE
ɛ,affected,917.13,471.9,1546,2401.6,428.5,1549.1,433.2,1551.1,520.3,1513.4,551.7,1509.5,551.1,1520.5,e,F,K,BET,FALSE
ɛ,commencing,921.913,540.1,1458.7,2523.8,503.1,1587.5,500.4,1474.9,590.3,1408.5,518.8,1246.5,591.7,1256.4,e,M,N,BET,FALSE
ɛ,chest,925.617,520.6,1495,2366.9,458.6,1591.8,497.9,1542.2,527.6,1466.9,538.8,1444.7,496.5,1467.2,e,CH,S,BET,FALSE
ɛ,refresh,963.073,538.5,1407.6,2039.2,531.2,1351.8,540.1,1376.8,535.2,1425.2,523.4,1446.2,545.8,1455.2,e,R,SH,BET,FALSE
ɛ,demonstrate,973.017,411.5,1567.8,2645.7,403.8,1575.2,403.8,1575.2,420.2,1549.5,419.4,1523,419.4,1523,e,D,M,BET,FALSE
ɛ,as,978.2,527.5,1610.9,2318.2,462,1568.8,509.3,1607.6,571.8,1641.9,595.4,1645.8,542.1,1651.5,e,ER0,Z,BET,FALSE
ɛ,genetic,1009.55,544,1879.7,2527,449.7,1639.7,524.3,1883.2,559.9,1748.5,510,1539.4,521.5,1815.6,e,N,T,BET,FALSE
ɛ,gretchen,1029.197,583.5,1545.2,2220,560.6,1491.4,577.5,1526.5,587,1550.5,522.8,1547,478,1548.8,e,R,CH,BET,FALSE
ɛ,caring,1040.297,417.7,1863.2,2318.1,382,1798,382,1798,453.7,1815.9,486,1696.3,486,1696.3,e,K,R,BET,FALSE
ɛ,karen,1041.077,440.4,1798.5,2236.2,416.6,1821.9,416.6,1821.9,472.4,1763.3,497.8,1725,497.8,1725,e,K,R,BET,FALSE
ɛ,yen,1056.297,531,1837,2620.8,398.1,2009.3,503.1,1881.4,474,1606.6,486.6,1672.7,462,1547.4,e,Y,N,BET,FALSE
ɛ,mentor,1060.417,536.7,1602.8,2552.6,516.6,1586.6,516.6,1586.6,543.5,1619.6,512.2,1633.4,512.2,1633.4,e,M,N,BET,FALSE
ɛ,texts,1060.837,442.9,1608.1,2490.5,341.3,1630.6,385.3,1615.5,478.9,1602.8,557.6,1561.1,563.7,1592.3,e,T,K,BET,FALSE
ɛ,met,1063.167,531,1693.5,2535.9,491.9,1639.6,532.4,1688.4,511,1732.8,484.7,1693.2,481.8,1297.7,e,M,T,BET,FALSE
ɛ,better,1073.097,477.9,1438.4,2344.6,442.4,1420.1,442.4,1420.1,506,1454.2,530.5,1486.1,530.5,1486.1,e,B,T,BET,FALSE
ɛ,development,1075.657,490.5,1381.2,2356.2,471.9,1413.4,471.9,1413.4,511.9,1345,530.1,1280.9,530.1,1280.9,e,V,L,BET,FALSE
ɛ,emphasize,1084.37,501.2,1643.9,2490.4,461,1737.4,501.5,1684.6,502.9,1569.7,506.4,1543.7,471.5,1530.6,e,UW1,M,BET,FALSE
ɛ,fellow,1115.7,615.5,1454.8,2433.1,631.8,1462.7,632,1462.9,650.7,1431.2,638.6,1364.2,635.9,1359.6,e,F,L,BET,FALSE
ɛ,detective,1121.863,544.4,1726.1,2497.7,351.2,1695.1,436.5,1708.7,571.2,1680.3,509.1,1640.7,636.3,1684.9,e,T,K,BET,FALSE
ɛ,s.,1130.073,401.7,1505.7,2320.7,384.1,1446,392.3,1477.1,421.2,1560.6,438.7,1629.5,441.5,1627.3,e,UW1,S,BET,FALSE
ɛ,amend,1134.507,561.7,1742.7,2556.4,515.3,1818.1,563.8,1798.1,557.1,1723.6,562.9,1664,512.1,1296.4,e,M,N,BET,FALSE
ɛ,federal,1135.057,468.3,1447.3,2442.9,467.1,1464.3,467.1,1464.3,484.8,1424.8,489.6,1411.5,489.6,1411.5,e,F,D,BET,FALSE
ɛ,theft,1135.69,495.8,1493.9,2485.3,476,1514.7,478.5,1511.9,507.6,1453.6,495.6,1418.2,494,1415.7,e,TH,F,BET,FALSE
ɛ,said,1148.367,437.6,1444.3,2576.3,419.3,1418.2,419.3,1418.2,455.4,1454.2,449.1,1443.3,449.1,1443.3,e,S,D,BET,FALSE
ɛ,measurements,1153.203,476.4,1411.5,2352.7,412.4,1387,442.4,1407.7,501.4,1424.4,455.6,1459.4,438.1,1459.7,e,M,ZH,BET,FALSE
ɛ,necessary,1165.51,495.2,1699,2605.2,439.6,1676.2,495,1702.7,466.7,1676.4,538.8,1656.5,520,1593,e,N,S,BET,FALSE
ɛ,prepare,1173.49,445.2,1597.6,2189.8,420.3,1560.5,427.3,1567.2,453.7,1620.8,454,1570.9,453.8,1567.8,e,P,R,BET,FALSE
ɛ,entered,1176.863,580.1,1532.2,2445.3,499.5,1606.9,561.9,1553.3,587.9,1527.4,540.6,1713.6,484.8,1826.6,e,N,N,BET,FALSE
ɛ,head,1177.627,527.6,1630,2490,489.6,1635.9,521.1,1632.2,526.3,1608.6,490.3,1622,444.2,1640.3,e,HH,D,BET,FALSE
ɛ,mentioned,1197.677,469.4,1609.7,2877.2,464.7,1605.7,464.7,1605.7,464.9,1620.4,443.3,1644.4,443.3,1644.4,e,M,N,BET,FALSE
ɛ,connect,1204.01,494.6,1769.8,2578.6,412.4,1774.7,487.6,1790,519.1,1704.1,536.4,1683,517.8,1706.7,e,N,K,BET,FALSE
ɛ,elephants,1220.897,535.5,1393.6,2509.4,499.8,1206.8,527.8,1316.9,578.9,1510.9,628.9,1447.3,626.5,1391.4,e,L,L,BET,FALSE
