vowel,word,t,F1,F2,F3,F1@20%,F2@20%,F1@35%,F2@35%,F1@50%,F2@50%,F1@65%,F2@65%,F1@80%,F2@80%,plt_vclass,pre_seg,fol_seg,class,is_outlier
ɪ,innocence,1185.21,376.8,2123.4,2637.5,315.4,1689.6,370.6,2143.8,439.9,2009.3,498.1,1793.4,484.7,1599.5,i,IY0,N,BIT,FALSE
ɪ,didn't,1211.597,365.3,1830.6,2572.4,350.6,1827,350.6,1827,382,1827.5,393.6,1811.9,393.6,1811.9,i,D,N,BIT,FALSE
ɪ,in,1215.437,388.4,1995.3,2475.3,372.8,1925.1,372.8,1925.1,399.7,2021.8,395.1,1999.2,395.1,1999.2,i,M,N,BIT,FALSE
ɪ,in,1224.287,377.5,2147.3,2611.7,326.3,2138.7,365.6,2149.2,416.3,2166.6,423.7,2132.4,409.1,2058.2,i,T,N,BIT,FALSE
ɪ,kids,1234.917,308.7,1685.3,2523.7,289.1,1749.6,289.1,1749.6,322.9,1653.2,323,1657.1,323,1657.1,i,K,D,BIT,FALSE
ɪ,ability,1246.4,302.9,1812.7,2652.1,255.3,1662.1,297.1,1770.7,321.1,1952.1,333.9,1799,354.6,1758.1,i,B,L,BIT,FALSE
ɪ,think,1247.697,401.4,1845.4,2541.2,379.4,1738,355.8,1808.7,368.9,1724.5,365,1796.2,359,1967.5,i,TH,NG,BIT,FALSE
ɪ,in,1248.89,380.7,1910.2,2542.6,351.4,1890,356.9,1892.3,414.7,1916.5,405.5,1857,401.6,1849.3,i,T,N,BIT,FALSE
ɪ,winning,1252.477,368,1643.8,2392,399.3,1629.6,399.3,1629.6,377.2,1678.3,374.4,1701,374.4,1701,i,W,N,BIT,FALSE
ɪ,into,1259.347,380.6,2164.4,2431.4,372.2,2172.7,372.2,2172.7,387.6,2154.2,386.4,2021.5,386.4,2021.5,i,NG,N,BIT,FALSE
ɪ,in,1264.453,446.1,1705.4,2626.3,405.9,1682.9,428.7,1700,427.4,1694.6,398.9,1708.4,390.6,1718.3,i,Z,N,BIT,FALSE
ɪ,will,1277.973,406.2,1365.3,2213.6,534.1,1224.9,472.9,1259.8,342.7,1439.3,459.5,1377.6,467.7,1383.1,i,W,L,BIT,FALSE
ɪ,bit,1290.19,398.2,1523.3,2342.5,232.5,1483.8,374.2,1511.4,427.8,1538.4,401.8,1672.6,376.7,1762.6,i,B,T,BIT,FALSE
ɪ,experience,1318.377,299.7,1803.5,2127.5,271,1690.5,290.9,1778.9,309.7,1793.8,340.8,1755.6,369.8,1618.9,iyr,P,R,BIT,FALSE
ɪ,mysterious,1322.1,298.7,1840.5,2495.2,289.3,1825.8,282.3,1832,322.3,1854.5,319,1876,318.8,1876.7,iyr,T,R,BIT,FALSE
ɪ,years,1326.16,348.8,1915.6,2158.9,348.4,1950.1,349,1946.1,350.1,1871,357.7,1820.7,357.5,1821.5,iyr,Y,R,BIT,FALSE
ɪ,rip,1337.677,463.2,1844.4,2929,446.7,1582.9,457.9,1731.6,455.7,1885.8,421,1597.9,427.8,1620.9,i,R,P,BIT,FALSE
ɪ,inner,1342.567,398.6,2052.9,2509.3,407.7,2058.2,407.7,2058.2,411,2025.6,410.7,2015.1,410.7,2015.1,i,IY0,N,BIT,FALSE
ɪ,in,1344.087,283.4,1894.7,2484.4,301.9,1876.3,313.1,1874,1328.1,2345.9,520.6,2038.3,329.9,1961.2,i,D,N,BIT,FALSE
ɪ,in,1346.373,429.2,1492.9,2401.9,433.8,1561.6,433.9,1520.4,407.9,1478.4,420.8,1693.9,432.4,1730.3,i,L,N,BIT,FALSE
ɪ,wind,1346.683,401.5,1803.2,2458.8,376.3,1709.7,379.8,1751.8,430,1836.2,372.7,1849.4,362.4,1849,i,W,N,BIT,FALSE
ɪ,pretty,1349.28,442.4,1775.3,2272.3,441.9,1716.3,442.3,1722.9,439.8,1819.3,402.6,1881.1,400.7,1884.2,i,R,T,BIT,FALSE
ɪ,his,1350.44,461.6,1962.6,2436,612.9,1989.8,591.8,1986.8,353.5,1944.3,398.2,1886.5,398.3,1880.9,i,HH,Z,BIT,FALSE
ɪ,tilted,1352.267,345.4,1665.3,2536.2,636.7,1862.7,636.7,1862.7,323.6,1543.9,345.3,1425.6,345.3,1425.6,i,T,L,BIT,FALSE
ɪ,whispered,1355.753,394.5,1569.5,2338.2,398,1480.6,398.5,1520.5,398.8,1677.6,387.6,1779,380.3,1788.2,i,W,S,BIT,FALSE
ɪ,live,1367.647,464.8,1504.7,2650,466.4,1489.1,466.4,1489.1,453.1,1543.8,420.3,1606.9,420.3,1606.9,i,L,V,BIT,FALSE
ɪ,bill,1368.007,383.7,1561.5,2453.8,392.6,1572.1,392.6,1572.1,399.9,1552.9,433.1,1506.5,433.1,1506.5,i,B,L,BIT,FALSE
ɪ,in,1388.63,359.8,1829.5,2598.1,596.4,1888.8,604.1,1928.4,278.7,1804.7,295.3,1804.7,297.7,1805.5,i,T,N,BIT,FALSE
ɪ,twists,1389.637,392.2,1442.8,3108.5,394.2,1378.4,394.2,1378.4,396.3,1578.3,412.5,1726.1,412.5,1726.1,i,W,S,BIT,FALSE
ɪ,continues,1393.163,399.8,1879.9,2592.7,388.4,1859,382.9,1867.4,390,1837.8,355.7,1666.6,346.1,1640.6,i,T,N,BIT,FALSE
ɪ,kitchens,1396.833,388.2,2072.6,3005.8,321.4,2151.9,353.9,2106.8,841.9,2280.4,1285.4,2766,1114.7,2759.6,i,K,CH,BIT,FALSE
ɪ,live,1444.82,393.6,1663.8,2595,390.7,1622.3,392,1628.2,386.7,1675.9,367.9,1650.7,367,1647.4,i,L,V,BIT,FALSE
ɪ,in,1451.947,409.4,1584.9,2429.3,432,1586.7,432,1586.7,411.6,1597.5,462.7,1629.9,462.7,1629.9,i,F,N,BIT,FALSE
ɪ,bill,1457.647,380.5,1603.8,2584.2,395.6,1634.9,395.6,1634.9,395.5,1536.3,475,1409.3,475,1409.3,i,B,L,BIT,FALSE
ɪ,into,1475.517,451.4,1836.5,2482,728.1,1978.9,728.1,1978.9,345,1800.1,347.1,1753,347.1,1753,i,T,N,BIT,FALSE
ɪ,in,1477.35,290.6,1971.9,2883.7,286.3,1895.4,287.4,1921.4,301.5,2006.5,324.8,2059.2,325.9,2061.3,i,M,N,BIT,FALSE
ɪ,civilian,1482.147,319.8,1638.9,2349.8,293.4,1652.9,293.4,1652.9,356.4,1613.8,379.9,1537,379.9,1537,i,V,L,BIT,FALSE
ɪ,military,1484.037,373.4,1512,2365.9,334.4,1501.8,334.4,1501.8,410,1520.1,425.9,1467.8,425.9,1467.8,i,M,L,BIT,FALSE
ɪ,lit,1487.647,398.5,1642.6,2609.8,411.7,1466.7,400.7,1615.8,385.2,1683.9,364.1,1709.3,331.2,1669.2,i,L,T,BIT,FALSE
ɪ,admitting,1496.6,380.2,1672.8,2395.8,328.6,1639.6,342.7,1646.8,416.1,1704.4,406.4,1722.8,403.8,1722.4,i,M,T,BIT,FALSE
ɪ,pick,1505.117,366.7,1732.4,2354.2,617.9,1869.4,334.9,1735.9,383.1,1731.7,367.6,1812.8,358.2,1853.1,i,P,K,BIT,FALSE
ɪ,in,1513.24,313.9,1778.2,2503.7,382,1353.4,320.3,1735.8,340.7,1940.8,395.4,1942.5,412.6,1872.5,i,N,N,BIT,FALSE
ɪ,miss,1538.297,451.5,1680.7,2474.5,444.5,1667.7,444.5,1667.7,464.5,1698.2,470.1,1705.5,470.1,1705.5,i,M,S,BIT,FALSE
ɪ,bills,1542.253,387.9,1716.2,2373.7,420.2,1566.2,404.7,1641,380.8,1558.3,413,1738.7,419.6,1830.1,i,B,L,BIT,FALSE
ɪ,minutes,1550.94,462.3,1891.2,2565.9,436.9,1901.9,461.2,1895.8,472.8,1876,483.6,1875.9,473.3,1808.4,i,M,N,BIT,FALSE
ɪ,in,1554.687,294.7,1788.5,2642.1,525.9,1953.4,525.9,1953.4,262,1574.3,319.2,1497.8,319.2,1497.8,i,S,N,BIT,FALSE
ɪ,distance,1570.687,394.6,1727.8,2580.8,386.9,1719.6,386.9,1719.6,404.8,1727,417.1,1696.5,417.1,1696.5,i,D,S,BIT,FALSE
ɪ,business,1591.093,341.1,1633.7,2393,328.3,1591.2,337.1,1609.9,345.3,1660.9,352.4,1630.8,353.8,1620.5,i,B,Z,BIT,FALSE
ɪ,priscilla,1613.09,453.4,1908.4,2587.3,380.5,1735.6,447.2,1852.9,466.4,2010,483.6,2037.8,475.9,2031.1,i,S,L,BIT,FALSE
ɪ,interior,1623.307,341.2,1892.1,2308.6,250.7,1932.7,304.2,1913.2,342.2,1822.9,329.2,1763.9,328,1740.6,iyr,T,R,BIT,FALSE
ɪ,in,1627.76,430.5,2088.6,2517,419.6,2093.9,421.5,2095.1,439.2,2083.3,465.2,1994.1,466.8,1986.7,i,R,N,BIT,FALSE
ɪ,if,1634.937,361.1,1643.4,2527.3,344.9,1645.1,344.9,1645.1,382.9,1629.8,401.4,1603.7,401.4,1603.7,i,Z,F,BIT,FALSE
ɪ,import,1635.833,411.4,2061.4,2545.4,411.4,1956.3,411.3,2040.4,420.2,2085,413.3,1944.3,370.6,1716.6,i,M,M,BIT,FALSE
ɪ,period,1648.62,315.5,2068.1,2747.9,271.6,2128.9,318.5,2082.2,295.2,2069.2,327.8,1948.7,358.3,1813.3,iyr,P,R,BIT,FALSE
ɪ,did,1656.383,339.3,1761.7,2612.3,439.2,1719.4,368.5,1722.5,359.2,1758.1,354.5,1745.4,343.3,1727.7,i,D,D,BIT,FALSE
ɪ,been,1685.87,422.9,1651.4,2456.4,394.7,1620.6,391.9,1626.4,452,1685,460.4,1744.2,460,1747.7,i,B,N,BIT,FALSE
ɪ,difficult,1703.127,391.4,1751.8,2651.5,400.7,1705,400.7,1705,410.5,1740.8,411.9,1697.4,411.9,1697.4,i,D,F,BIT,FALSE
ɪ,in,1713.083,338.8,1969.7,2481.8,292.1,1954.5,307,1972.6,357.1,1963.3,385.4,1916.3,392.5,1889.1,i,EY1,N,BIT,FALSE
ɪ,fling,1726.91,430.8,1731.7,2525,427.8,1654.1,428.3,1665.3,435.1,1783.1,423.9,1717,423,1709.1,i,L,NG,BIT,FALSE
ɪ,been,1735.97,358.4,1825.5,2341.9,357.2,1786.5,359.3,1792.4,352.7,1839.6,318,1806.5,313.8,1804.2,i,B,N,BIT,FALSE
ɪ,in,1743.053,295.5,1919.1,2634,443.7,1886.7,271.5,1917.6,375.2,1891.1,346.9,1884,408.6,1866.1,i,T,N,BIT,FALSE
ɪ,skin,1747.85,318.8,2051.7,2593.8,399.7,2200.3,311.9,2125.4,329.3,2013.4,335.1,1971,335.1,1966.1,i,K,N,BIT,FALSE
ɪ,been,1765.75,401.9,1621,2361.8,376.9,1580.5,380.2,1585.7,412.9,1656,398.7,1700.6,396.6,1702,i,B,N,BIT,FALSE
ɪ,experiences,1787.09,310,1717.8,2110.9,352,1631.8,339.4,1653.6,321.2,1796.2,381.5,1842.3,384.8,1845.8,iyr,P,R,BIT,FALSE
ɪ,grilled,1816.17,420.8,1798.6,2254.2,424.1,1774.7,424,1777.8,418.3,1810.1,420.2,1771.3,420.7,1767.7,i,R,L,BIT,FALSE
o,most,30.206,419.2,933.9,1721.1,411.5,928,431.3,949,424.7,1007,396.9,1167,775.6,1748.8,ow,M,S,BOAT,FALSE
o,go,37.344,422,1317.4,2526.6,423.8,1311.7,431.1,1054.5,377,883.2,379.9,1220.9,324.8,816.4,owF,G,AH0,BOAT,FALSE
o,ozone,154.785,433.3,1455.1,2297.6,402.1,1646.4,436,1415.3,465.1,1178.5,441.6,1064.3,412.2,1070.5,ow,K,Z,BOAT,FALSE
o,goes,172.112,401.4,1154.3,2458,392.4,1233,417,1084,412.1,988.8,397.2,842.6,373.7,1188.3,ow,G,Z,BOAT,FALSE
o,spoke,195.329,381.1,1220.8,2234,451.6,1340.4,463.4,1094.6,451.9,999.3,408.1,952.2,339.1,931.8,ow,P,K,BOAT,FALSE
o,most,200.059,400.6,915.4,1901.1,400.6,915.4,400.3,914.1,392.6,946.2,383.4,1022.7,380.5,1034.2,ow,M,S,BOAT,FALSE
o,most,204.087,440.6,1091.4,2331.7,440.6,1091.4,415.9,989.2,379.3,967.6,326,978,279.7,996.9,ow,M,S,BOAT,FALSE
o,rope,219.097,411.7,1074.5,2297.4,411.7,1074.5,408.4,971,405.8,898.4,371.4,831.1,445.7,1120.4,ow,R,P,BOAT,FALSE
o,expose,219.656,349.3,1083.4,2391.2,566.7,1401,394.5,978.7,411,976,382.2,1039.7,364.4,1170.3,ow,P,Z,BOAT,FALSE
o,over,222.902,379.2,922.3,2986.6,379.2,922.3,379.9,922.9,385.9,914.2,361.3,891.9,357,891.2,ow,L,V,BOAT,FALSE
o,homes,224.577,515.8,1159.2,2330.8,432.8,1066.9,379.6,902.9,351.5,817.9,218.4,654.1,269.6,789.4,ow,HH,M,BOAT,FALSE
o,coating,245.19,378.4,1080.4,2378.1,357.2,1215.6,420.7,998.6,403.9,926.1,377.2,984.5,336.8,1132.9,ow,K,T,BOAT,FALSE
o,robot,272.797,401.9,1149.1,1850.9,369,1157.8,420.3,1139.3,481.1,1057.2,413.4,988.6,363.8,987.3,ow,R,B,BOAT,FALSE
o,only,273.992,434.1,873.7,1949,520.9,1128.8,375.1,705.7,360.8,692.4,344.9,672.5,346.7,668.6,ow,L,N,BOAT,FALSE
o,inappropriate,274.638,387.8,939.4,2003.9,387.8,939.4,383.6,925.7,357,867,305.4,904.8,419.5,1136.1,ow,R,P,BOAT,FALSE
o,locals,298.077,432.6,1045.7,2762.4,432.6,1045.7,424.6,1015.9,390.6,943.9,323.9,938.5,275.1,953.4,ow,L,K,BOAT,FALSE
o,showed,311.863,429.7,1290.5,2435.6,427.4,1296.7,441.6,1177.7,423.3,1052.7,406,1075.8,397.6,1145.4,ow,SH,D,BOAT,FALSE
o,grown,332.388,428.5,1101.7,2008.1,428.5,1101.7,427.9,1080.4,408.5,985,392.9,992.9,389.6,1023.1,ow,R,N,BOAT,FALSE
o,global,364.48,433.8,912.4,1557,433.8,912.4,436.7,914.1,408.6,875.6,333.9,791,307.6,772.3,ow,L,B,BOAT,FALSE
o,slow,380.544,448.6,1049.7,2668,447.6,1048.2,444.7,1031.9,410.7,957.7,399.6,896.4,370.4,853.8,owF,L,M,BOAT,FALSE
o,showing,387.93,516.2,1292,2217.3,482,1428.6,516.2,1292,568.5,1178.8,575,1174.9,575.8,1179.5,ow,SH,IH0,BOAT,FALSE
o,global,432.22,434.9,1082.3,2731.6,422.8,1140.4,442.1,1034.5,440.8,936.2,394.8,862.9,377,895.8,ow,L,B,BOAT,FALSE
o,bonus,437.404,446.3,1040.4,2384.3,446,1054.5,452.5,1016.4,436.7,951.3,420,946.2,418,979.1,ow,B,N,BOAT,FALSE
o,mostly,453.897,439.5,898.2,1619.4,439.5,898.2,420.7,882.5,403.4,910.6,363.8,960.2,327,1079.7,ow,M,S,BOAT,FALSE
o,rose,485.383,397.2,1112.8,2172.8,396.2,1115,398.8,1049.1,378.2,998.2,363,1032.6,342.3,1155.7,ow,R,Z,BOAT,FALSE
o,only,535.266,430.6,1418.8,2292.5,385.8,1628.6,442.1,1356.7,467.7,1063.5,424.8,929.2,402.7,863,ow,IY0,N,BOAT,FALSE
o,roman,576.154,412.1,1035.3,2305.1,404.6,1045.3,424.3,1024.6,454.3,995.8,416.6,965.1,401.7,951.2,ow,R,M,BOAT,FALSE
o,coast,593.68,456.9,1070,2746.1,515,1073.9,408,1063.3,427.3,1032,398.4,1046.9,311.5,1155.1,ow,K,S,BOAT,FALSE
o,motor,598.018,483.6,923.7,2418.6,483.6,923.7,487,917.2,450.1,905.2,424.8,937.2,418.8,955.1,ow,M,T,BOAT,FALSE
o,moment,617.076,388.4,883,1768.6,367.1,881.3,419.3,885.1,391.8,825.9,375.8,806,344.3,774.4,ow,M,M,BOAT,FALSE
o,locate,651.32,403.8,892.8,2913.3,403.8,892.8,399.7,898.4,380.6,856.3,326.7,845.8,263.4,923.6,ow,L,K,BOAT,FALSE
o,row,657.007,478.3,1242.3,2181.1,478.3,1242.3,467.9,1169.9,432.9,1030.1,415,939.1,420.9,941.2,owF,R,AH1,BOAT,FALSE
o,ago,685.461,417.5,1404.8,2274.4,413.5,1438,419,1372.5,373,1281.2,215.1,1270.2,724,1932.1,owF,G,NA,BOAT,FALSE
o,although,717.085,391.8,979.5,2841.7,387.5,984.1,405.6,973.3,395.7,981.8,367.5,1091.6,353.9,1221.5,owF,DH,N,BOAT,FALSE
o,located,720.361,440.7,990.1,2926.8,440.7,990.1,429.1,942.3,377.8,890.9,331.7,940.5,530.7,846.5,ow,L,K,BOAT,FALSE
o,those,759.227,435,1106.5,2794.7,422.7,1122.7,447.5,1081.9,445.5,1035.5,414,1071.5,377,1126.9,ow,DH,Z,BOAT,FALSE
o,show,785.447,396.9,1462.6,2326.3,375.9,1509.7,406,1440.3,426.7,1206.8,395.9,981.2,378.6,909.1,owF,SH,W,BOAT,FALSE
o,owns,822.347,518.6,1003.3,2737.9,457.6,1114.5,615.8,985.3,580.8,842.4,522.9,709.4,618.7,1297.9,ow,V,N,BOAT,FALSE
o,hopes,862.367,481.3,1481.7,2454.4,465,1489.8,529,1465.1,388.4,1379.6,414.2,1177.9,376.2,1016.9,ow,HH,P,BOAT,FALSE
o,most,868.888,446.7,951.1,2474.8,446.7,951.1,438.9,948.6,388.6,929.4,334.4,970.3,271,988.6,ow,M,S,BOAT,FALSE
o,though,873.527,386.7,1150.5,2588.9,376.4,1178.9,386.7,1150.5,406.7,1031,418.1,1009.4,422.1,1029.4,owF,DH,AY1,BOAT,FALSE
o,over,886.195,397.4,1168.4,2554.7,378.8,1307.5,401.1,1139.1,428.2,967.3,415.2,925.4,396,955,ow,NG,V,BOAT,FALSE
o,coast,893.825,379.3,1129.2,2324.8,339.4,1338.3,388.1,1042.1,393.2,958.1,805.8,1960.9,1055.5,2255.3,ow,K,S,BOAT,FALSE
o,pope,986.292,380.8,813.9,2203.1,308.1,843.2,392.8,811.3,430.4,810.6,387.6,1093.4,613.3,1356.5,ow,P,P,BOAT,FALSE
o,go,996.858,357.4,1319.2,2536.8,348.5,1381.1,357.4,1319.2,371.8,1180.3,369.9,1142.2,368.3,1141.2,owF,G,SH,BOAT,FALSE
o,throwing,1026.295,435.3,1180,1992,428.9,1193.1,443.3,1134,436.3,1026.3,420.6,989.9,407.8,1010.3,ow,R,IH0,BOAT,FALSE
o,close,1031.013,354.7,1007.6,2544.8,353,1012.7,368.5,947.2,358.3,977.1,344.7,1096.7,334.8,1256.4,ow,L,Z,BOAT,FALSE
o,go,1035.255,390.2,1445.5,2334.6,347.7,1637.1,414.6,1302.6,419.9,1095,402.7,992.8,369.2,926.5,owF,G,B,BOAT,FALSE
o,low,1054.5,448.4,1051.1,2788.5,448.4,1051.1,444.4,1034.7,411.4,927.8,371.3,887.8,344.1,1016.6,owF,L,HH,BOAT,FALSE
o,hello,1071.181,452.6,1133.9,2768.2,452.6,1133.9,452.6,1133.9,453.8,1161.8,435.1,1230.2,435.1,1230.2,owF,L,S,BOAT,FALSE
o,throw,1097.572,426.7,1185.6,2000.3,419.1,1246,427.8,1173.4,437.1,1064,429.4,1018.2,425.1,1062.2,owF,R,IH1,BOAT,FALSE
o,broke,1102.983,452,1140.4,2301.7,451,1142.9,461.4,1108.1,446,976.1,483.1,812.6,491.5,1412.6,ow,R,K,BOAT,FALSE
o,protein,1118.099,424.1,1070.4,2314,424.1,1070.4,430.6,1074.2,412.4,1092.3,365.4,1146.5,328.8,1189.1,ow,R,T,BOAT,FALSE
o,post,1137.719,491.5,1265.2,2392.8,523.4,1370.2,365.2,1024.3,408.8,983.6,397.7,1031.8,380.2,1074,ow,P,S,BOAT,FALSE
o,broken,1138.857,447.7,1016.1,2377,447.7,1016.1,442.8,1007.9,393.3,951.7,461.1,1196.6,482.6,1250.4,ow,R,K,BOAT,FALSE
o,loans,1150.045,490,1355.2,2409.6,343.8,1217.6,805.7,1308.7,718.1,1154.2,554.5,1081.9,646.8,1319.8,ow,L,N,BOAT,FALSE
o,located,1184.047,425.5,828.5,3079.5,425.5,828.5,401.9,827.5,341.5,857.7,373.7,1037.3,539.1,1537.3,ow,L,K,BOAT,FALSE
o,coated,1229.307,513.1,1328.3,2732.8,513.1,1328.3,361.7,983.9,404.8,945.7,397.4,999.1,384.8,1032.9,ow,K,T,BOAT,FALSE
o,own,1251.649,522.5,1188,2036.3,522.5,1188,525.5,1150.9,477.4,1040.9,375.1,930.1,346.2,910.5,ow,R,N,BOAT,FALSE
o,row,1262.117,412.1,1258.2,1826.6,398.6,1260.8,435.1,1191.5,417.6,1041.2,405.6,945.4,414.3,914.5,owF,R,AH1,BOAT,FALSE
o,wrote,1266.982,441.2,1198.3,2344.8,440.1,1282.4,442.7,1171.1,557.7,1261.6,370.6,1024.8,416.3,1244.9,ow,R,T,BOAT,FALSE
o,program,1280.36,448,990.5,2344.8,448,990.5,458.6,959,392,861.6,323,934.1,295.1,982.9,ow,R,G,BOAT,FALSE
o,closer,1290.468,420,975.3,2814.4,420,975.3,419.9,976.8,403.3,965.3,381.5,967.2,376.2,991.1,ow,L,Z,BOAT,FALSE
o,bones,1305.967,469.6,1181.9,2543.4,434.5,1252.3,513.9,1148.5,471.1,1030.3,443.7,1028.6,404.8,1146.8,ow,B,N,BOAT,FALSE
o,those,1334.89,443.9,1495,2636.3,443.9,1495,442.4,1324.2,388.7,1053.3,325.6,1030.1,672,1663.2,ow,DH,Z,BOAT,FALSE
o,loaded,1351.003,442.6,1004,2718.7,446.3,1045.6,439.8,1075.5,417.5,1024.2,408.3,999.2,384.2,1143,ow,L,D,BOAT,FALSE
o,rose,1351.847,423.8,1262.1,2192.5,423.3,1257.3,407.3,1168.6,399.4,1020.5,400.7,1048.5,377.2,1228.1,ow,R,Z,BOAT,FALSE
o,coaching,1364.491,376.1,1109.8,2479.1,376.1,1109.8,389.4,967.7,364.5,890.3,344.6,953.5,331.2,1115.1,ow,K,CH,BOAT,FALSE
o,phone,1373.923,476.4,950.6,2246.8,702.3,1381.8,511.7,963,583.6,1011,612.7,1018.4,618,1127.2,ow,F,N,BOAT,FALSE
o,focus,1416.893,410.2,1137.5,2452.2,570,1381.3,378,961.3,410.1,909.8,365.3,836.9,431.2,1332.5,ow,F,K,BOAT,FALSE
o,those,1438.939,455,1261,2648.8,455,1261,458.3,1127.7,427.9,1097,405.3,1137,369.2,1199,ow,DH,Z,BOAT,FALSE
o,close,1439.267,417.5,975.4,2544.6,417.5,975.4,417.5,975.4,415.6,1009.8,418.1,1071.8,418.1,1071.8,ow,L,Z,BOAT,FALSE
o,though,1469.769,401.2,1425,2564.5,407.1,1369.6,395,1118.8,314.1,847.8,578.6,1665.4,324.4,1428.6,owF,DH,W,BOAT,FALSE
o,road,1502.947,509.8,1155.9,2229.6,509.8,1155.9,495.7,1074.8,452.8,1039.1,396.4,1099.4,344,1195.8,ow,R,D,BOAT,FALSE
o,go,1508.015,440.3,1426.8,2431.8,434.2,1436.4,435.8,1433,494.4,1392.8,508.8,1366.3,507.3,1362.6,owF,G,DH,BOAT,FALSE
o,approached,1512.648,398.2,1029.8,2083,398.2,1029.8,387.9,1029.4,359.1,1073.2,294.7,1273.9,278.5,1344.9,ow,R,CH,BOAT,FALSE
o,photos,1518.304,345.8,1115.1,2429.5,520.2,1395.6,399.4,967.5,434.9,1006.8,397.1,1143.2,805.7,1621.4,ow,F,T,BOAT,FALSE
o,show,1532.871,420,1402.5,2318.4,419.5,1556,421,1358.2,435.4,1192.3,430.6,1159.2,427.3,1177.6,owF,SH,DH,BOAT,FALSE
o,show,1534.613,431.4,1377.4,2520,426.9,1397.3,441.4,1303.5,442.2,1170.9,423.1,1179.9,413.1,1223.4,owF,SH,T,BOAT,FALSE
o,loaded,1544.699,432.5,979.9,2802.7,432.5,979.9,434.5,963.4,406.3,926.2,365.7,1005.5,359.6,1119.9,ow,L,D,BOAT,FALSE
o,only,1572.836,396.9,1349.2,2327.9,359.8,1596.4,401.7,1229.3,424.7,817.2,414.6,795.4,359.6,877,ow,IY0,N,BOAT,FALSE
o,clothes,1598.087,497.5,972.7,2805.4,474.6,1008.1,403.2,1035.4,312.5,974,329.6,1299.3,396.3,1372.1,ow,L,Z,BOAT,FALSE
o,reproach,1615.512,386.7,975.2,2200.6,329.1,977,412.3,1011.6,415.2,997.5,384,1088.8,333.1,1422.6,ow,R,CH,BOAT,FALSE
o,approach,1616.567,410.1,1074.7,2181.3,410.1,1074.7,400.8,1062.8,384.1,1120.2,359.3,1259.1,299.2,1364.5,ow,R,CH,BOAT,FALSE
o,coats,1625.907,493.1,1297,2600.3,493.1,1297,406.4,1025,304.2,895.5,347.8,1220.5,388.7,1435,ow,K,T,BOAT,FALSE
o,program,1628.073,462.8,1125.5,2215,461.8,1127.2,469.9,1116.5,463.3,1120.6,416.7,1103.2,392,1099.4,ow,R,G,BOAT,FALSE
o,local,1628.553,459.8,904.9,2899.5,458.6,904.6,466.4,882.4,415.1,832.1,345.7,901.7,445.6,1342.8,ow,L,K,BOAT,FALSE
o,cloak,1642.661,445.8,1049.7,2763.1,445.8,1049.7,446.1,1065.4,403.2,1029.6,389.7,1011.9,311.2,1051.5,ow,L,K,BOAT,FALSE
o,locals,1655.7,391.9,911.7,2494.6,337.9,1506.1,398.5,792.5,436.4,846.7,422.4,893.3,419.6,1061.5,ow,L,K,BOAT,FALSE
o,ferocious,1696.432,398.9,1116.3,1922.7,398.9,1116.3,398.9,1116.3,412.7,1133.3,401.1,1159.4,401.1,1159.4,ow,ER0,SH,BOAT,FALSE
o,showcase,1715.79,477.1,1456.6,2605.2,409.7,1629.2,486.6,1396,508.9,1166.1,454.7,1074.8,390.6,1076.8,ow,SH,K,BOAT,FALSE
o,closer,1718.737,424.1,1028.4,2772.9,424.1,1028.4,410,1013.9,388.2,983.9,394.2,1098.9,395.9,1204.3,ow,L,Z,BOAT,FALSE
o,blow,1728.014,483.5,1078.2,2687.8,486.6,1095.6,461.2,1060.7,428.3,882.2,384.1,771.4,439.1,1029.5,owF,L,IH1,BOAT,FALSE
o,hoped,1735.498,433.2,1104.3,2723.2,404.9,1110.6,446,1058.3,439.1,998.8,437.9,973.5,382,1111,ow,HH,P,BOAT,FALSE
o,overland,1739.139,460.8,1194.9,2321.9,426.4,1209.3,487.9,1191.4,521.6,1171.7,537.5,1162.7,508.9,1136.2,ow,V,V,BOAT,FALSE
ʊ,look,51.54,338.5,1667.7,2750.6,303.1,1713,308.1,1708.8,374.5,1575.8,391.7,1403.8,389.4,1383.8,u,L,K,BOOK,FALSE
ʊ,butchered,53.537,320.9,1237.2,2177.8,763.6,1654.2,296.3,1257.5,370.6,1112.1,389.4,1152.9,358.9,1354.4,u,B,CH,BOOK,FALSE
ʊ,good,71.893,352.6,1558.1,2279.9,323.3,1645.5,339.3,1607,372.7,1518.3,392.3,1484.6,396.9,1483.8,u,G,D,BOOK,FALSE
ʊ,looked,74.43,422.3,1120.2,2646.8,434.5,1107.3,434.4,1110.8,397.3,1136.2,283.8,1175.6,316.8,1231.1,u,L,K,BOOK,FALSE
ʊ,look,88.04,486.3,1260.1,2756.7,464.7,1254.3,474.5,1251.3,487.4,1272.4,400.1,1265.8,390.7,1267.3,u,L,K,BOOK,FALSE
ʊ,security,93.107,312.6,1677,1990.5,311.5,1721.1,311.5,1721.1,320.1,1625,328.2,1593.1,328.2,1593.1,uwr,Y,R,BOOK,FALSE
ʊ,your,132.853,300.2,1762.6,1994.8,285.7,1834.6,290.4,1803.5,312.8,1665.8,328.4,1550.6,329.6,1522.4,uwr,Y,R,BOOK,FALSE
